FENESIS_ID	FENESIS_Name_English	FENESIS_Name_latin	FENESIS_description	FMA_Info
232.6	Intrasegmental part	Pars intrasegmentalis	 Twig from the superior (apical) segment of the left lower lobe.  //	FMA8694:Intrasegmental tributary of left superior segmental vein
232.7	Intersegmental part	Pars intersegmentalis	 Twig lying laterally between the superior and anterior basal segments and medially between the superior and posterior basal segments.  //	FMA76972:Intersegmental part of superior vein of lower lobe of left lung
232.8	Common basal vein	Vena basalis communis	 Common trunk of the superior and inferior basal veins.  //	FMA8676:Left common basal vein
232.9	Superior basal vein	Vena basalis superior	 Located between the anterior basal branch and the common basal vein //	FMA8677:Left superior basal vein
232.10	Anterior basal branch	Ramus basalis anterior	 Branch from the anterior basal segment.  //	FMA8645:Left anterior basal segmental artery
232.11	Intrasegmental part	Pars intrasegmentalis	 Twig from the anterior basal segment.  //	FMA8696:Intrasegmental tributary of left anterior basal segmental vein
232.12	Intersegmental part	Pars intersegmentalis	 Twig between the medial and lateral basal segments.  //	FMA76973:Intersegmental part of anterior basal vein of lower lobe of left lung
232.13	Inferior basal vein	Vena basalis inferior	 Returns blood from the posterior basal segment.  //	FMA8679:Left inferior basal vein
232.14	CARDIAC VEINS	Venae cordis	 Veins from the heart wall.  //	FMA70822:Set of veins of heart
232.15	Coronary sinus	Sinus coronarius	 Collecting vein situated on the posterior wall of the left atrium.  It begins at the opening of the oblique vein of the left atrium and ends at the site where it opens into the right atrium. [A-E] //	FMA4706:Coronary sinus
232.16	Anterior interventricular vein	Vena interventricularis anterior	 Lodges in the anterior interventricular groove.  //	FMA66403:Anterior interventricular vein
232.16a	Left coronary vein	Vena coronaria sinistra	 Continuation of the anterior interventricular vein in the left coronary (atrioventricular) groove.  //	none
232.17	Posterior vein of left ventricle	Vena ventriculi sinistri posterior	 It passes upwards from the left margin of the heart to empty into the great cardiac vein or the coronary sinus.  //	FMA4712:Posterior vein of left ventricle
232.20b	Right coronary vein	Vena coronaria dextra	 Accessory vein (32% of the cases) in the right coronary groove.  //	none
232.22	Anterior vein of right ventricle	Vena ventriculi dextri anterior	 One to three small veins in the right anterior wall.  It opens either into the small cardiac vein or directly into the right atrium. //	FMA76767:Anterior cardiac vein
232.23	Smallest cardiac thebesian veins	Venae cardiacae minimae Thebesii	 Small veins opening directly into the cavities of the heart, especially that of the right atrium.  //	FMA71568:Set of small cardiac veins
232.26	Atrioventricular veins	Venae atrioventriculares	 Small veins from the atrioventricular borders.  //	none
232.27	SUPERIOR VENA CAVArteria Vena cava superior 		  //	FMA4720:Superior vena cava
234.2	Pericardiac veins	Venae pericardiacae	 Small branches from the pericardium.  //	FMA70829:Set of pericardial veins
234.11	Accessory vertebral vein	[Vena vertrebralis accessoria]	 A continuation of the venous plexus of the vertebral artery that often emerges from the foramen transversarium of C7.  //	FMA14290:Accessory vertebral vein
234.20	Left superior intercostal vein	Vena intercostalissuperior sinistra	 Drains intercostal spaces 2? 3(4) on the left side.  It opens posteriorly into the left brachiocephalic vein. //	FMA4797:Left superior intercostal vein
234.22	Superior bulb of jugular vein	Bulbus superiorvenae jugularis	 Dilatation of the internal jugular vein at its origin in the jugular foramen.  //	FMA50805:Superior bulb of internal jugular vein
234.23	Vein of cochlear aqueduct	Vena aquaeductuscochleae	 Minute accompanying vein of the perilymphatic duct.  //	FMA50842:Vein of cochlear aqueduct
234.24	Inferior bulb of jugular vein	Bulbus inferiorvenae jugularis	 Dilatation at the end of the internal jugular vein.  It is closed cranially by a valve. //	FMA50807:Inferior bulb of internal jugular vein
234.26	Pharyngeal veins	Venae pharyngeales	 Veins from the pharyngeal plexus.  //	FMA70840:Set of pharyngeal veins
234.12a	Subendocardial rami	Rami subendocardiales	 Superficial branches of the impulse-conductingsystem (Purkinje fibers).  //	none
236.11	Inferior palpebral veins 		  //	FMA70847:Set of inferior palpebral veins
236.14	Deep facial vein 		  //	FMA50916:Deep facial vein
238.15	Lateral lacunae	Lacunae laterales	 Small pits on either side of the superior sagittal sinus.  //	FMA51224:Lateral lacuna
238.17	Staight sinus	Sinus rectus	 It begins at the confluence of the great cerebral vein and the inferior sagittal sinus and passes to the confluence of the sinuses via the root of the falx verebri at its junction with the tentorium cerebelli.  //	FMA50769:Straight sinus
238.19	Labyrinthine veins	Venaelabyrinthales	 Branches emanating from the internal acoustic meatus and entering the inferior petrosal sinus. C; cf. p. 374.1  //	FMA70857:Set of labyrinthine veins
238.24	Diploic veins	Venae deploicae	 Veins situated in the diplo? of the calvaria.  They drain the blood from the dura and roof of the skull and communicate with the dural sinuses as well as the superficial cranial veins. //	FMA70858:Set of diploic veins
240.6	Venous plexus of hypoglossal canal	Plexus venosus canalis hypoglossi	 Located in the hypoglossal canal, between the foramen magnum and the internal jugular vein.  //	FMA50795:Venous plexus of hypoglossal canal
240.8	Venous plexus of internal carotid	Plexus venosus caroticus internus	 It occupies the carotid canal between the cavernous sinus and the pterygoid plexus.  //	FMA50797:Internal carotid venous plexus
240.8a	Hypophysial portal veins	Venae portales hypophysialis	 Veins transporting blood from the arterial capillary network of the infundibulum and the adenophypophysis to the cavernous sinus.  //	FMA70860:Set of portal veins of hypophysis
240.9	CEREBRAL VEINS	Venae cerebri	 Valveless veins situated primarily in the subarachnoid space; they carry blood primarily into the dural sinuses  //	FMA70861:Set of cerebral veins
240.12	Prefrontal veins	Venae praefrontales	 They arise from the frontal pole and its basal surface.  //	FMA70864:Set of prefrontal veins
240.17	Vein of the uncus	Vena unci	  //	FMA51288:Vein of uncus
240.19	Superior anastromotic vein	Vena anastomotica superior Trolard	 Thick vein that occasionally anastomoses with the superior sagittal sinus.  //	FMA51238:Superior anastomotic vein
240.22	Basal vein	Vena basalis Rosenthal	 It begins at the anterior perforated substance, then courses along the optic tract and passes around the brainstem dorsally to join the great cerebral vein.  //	FMA50990:Basal vein
242.7	Medial atrial vein of lateral ventricle	Vena medialis atrii ventriculi lateralis	 Aris from the medulla of the parietal and occipital lobes and passes in the medial wall of the lateral ventricle in front of the junction of the posterior horn.  //	FMA51009:Medial vein of lateral ventricle
242.8	Lateral atrial vein of lateral ventricle	Vena lateralis atrii ventriculi lateralis	 Aris from the medulla of the parietal and occipital lobes and courses in the lateral wall of the lateral ventricle in front of the exit of the posterior horn. [A-E]  //	FMA51010:Lateral vein of lateral ventricle
242.10	Lateral direct veins	Venae directae laterales	 Branchens from the wall of the lateral ventricle opening directly into the internal cerebral vein.  //	FMA71571:Set of lateral direct veins of lateral ventricle
242.13	Veins of brain stem	Venae trunci encephali	  //	FMA71572:Set of veins of brainstem
242.21	Superior veins of cerebellum	Venae superiores cerebelli	 Arise mostly from the lateral hemispheres and usually open into the transverse sinus.  //	FMA71577:Set of superior veins of cerebellar hemisphere
242.22	Inferior veins of cerebellum	Venae inferiores cerebelli	 They usually arise from the inferior, lateral hemispheres and empty into the adjacent sinuses.  //	FMA71578:Set of inferior veins of cerebellar hemisphere
242.23	Precentral cerebellar vein	Vena praecentralis cerebelli	 It originates between the lingula and central lobule and drains into the great cerebral vein.  //	FMA51234:Precentral cerebellar vein
244.2a	[Sinus venosus sclerae] 		 See p354-3 //	FMA51873:Scleral venous sinus
244.4	Central vein of retina	Vena centralis retinae	 Companion vein of central artery of retina.  It drains either into the superior ophthalmic vein or directly into the cavernous sinus. //	FMA51799:Central retinal vein
244.8a	VEINS OF UPPER LIMBS	Venae membri superioris	  //	FMA71581:Set of veins of upper limb
244.12	Thoracoacromial vein	[Vena thoracoacromialis]	 Companion vein of the thoracoacromial artery that occasionally opens into the subclavian vein.  //	FMA23058:Thoraco-acromial vein
244.22	Accessory cephalic vein	[Vena cephalica accessoria]	 It runs from the extensor side of the forearm to the cephalic vein  //	FMA22970:Accessory cephalic vein
244.26	Median cephalic vein	Vena mediana cephalica	 Branch or trunk connecting the median antebrachial vein to the cephalic vein.  //	none
244.27	Median basilic vein	Vena mediana basilica	 Branch or trunk connecting the median antebrachial vein to the basilic vein.  //	none
244.28	Dorsal venous plexus of hand	Rete venosum dorsale manus	 Subcutaneous venous network on the dorsum of hand.  //	FMA67977:Dorsal venous network of hand
244.29	Intercapitular veins	Venae intercapitulares	 Pass between the heads of the metatarsal bones and connect the dorsal and palmar veins of the hand. C  //	FMA71583:Set of intercapitular veins of hand
246.14	Dorsal branch	Ramus dorsalis	 Branch from the muscles and skin of the back. A  //	FMA10624:Dorsal branch of subcostal artery
246.16	Spinal branch	Ramus spinalis	 Branch from the spinal cord and its meninges.  //	FMA4864:Spinal tributary of posterior intercostal vein
246.17	Anterior and posterior external vertebral venous plexus 		 Plexus venosus vertebralis externus anterior/posterior. Venous plexus in front of the vertebral body and behind the vertebral arch. [A-E]  //	FMA12852:Posterior external vertebral venous plexus
246.18	Anterior/posterior internal vertebral venous plexus 		 Plexus venosus vertebralis internus anterior/posterior. Venous plexus on the anterior and posterior walls of the vertebral canal between the dura and periosteum or ligaments.  //	FMA4870:Posterior internal vertebral venous plexus
246.21	INFERIOR VENA CAVArteria Vena cava inferior 		 Beginning at the union of the right and left common iliac veins, it lies to the right of the aorta and opens into the right atrium of the heart. A  //	FMA10951:Inferior vena cava
246.26	Intermediate hepatic veins	Venae hepaticae intermediae	 Veins from caudate lobe of the liver.  //	FMA77161:Intermediate hepatic vein
248.1	PORTAL VEIN OF LIVER	Vena portae hepatis	 It brings blood from the intestinal tract to the liver. Forms important anastomoses to esophageal veins, rectal venous plexus and the superficial veins of the abdominal skin. [A-E]  //	FMA50735:Hepatic portal vein
248.2	Right branch	Ramus dexter	 Strong shorter right branch of portal vein.  It forms bifurcations in the right lobe of the liver that extend as far as the interlobular veins. [A-E] //	FMA15414:Right portal vein
248.4	Posterior branch	Ramus posterior	 It supplies the posterior part of the right lobe.  //	FMA15422:Posterior branch of right portal vein
248.5	Left branch	Ramus sinister	 Longer and somewhat more slender branch supplying the left lobe as well as the caudate and quadrate lobes.  //	FMA15415:Left portal vein
248.6	Transverse part	Pars transversa	 Initial segment of left branch coursing transversely into liver hilum.  //	FMA15789:Pars transversa of left portal vein
248.7	Caudate branches	Rami caudati	 Twigs to caudate lobe.  //	FMA82706:Caudate lobe branch of right portal vein
248.8	Umbilical part	Pars umbilicus	 Sagittal continuation of the left branch into the left lobe.  //	FMA15427:Medial branch of left portal vein
248.9	[Ductus venosus] 		 Embryonic vein uniting umbilical vein and inferior vena cava. Bypasses the liver. [A-E]  //	FMA71007:Ductus venosus
248.11	Lateral branches	Rami laterales	 Branches to the quadrate lobe and part of the caudate lobe.  //	FMA15430:Lateral branch of left portal vein
248.12	Left umbilical vein	Vena umbilicalis sinistra	 Embryonic vein joining the portal vein in the liver.  It carries cord blood to the right atrium partly via the ductus venosus and inferior vena cava. //	FMA70320:Left umbilical vein
248.14	Medial branches	Rami mediales	 Branches of the umbilical part extending to anterior portion of left lobe of liver.  //	FMA15427:Medial branch of left portal vein
248.19	Prepyloric vein	Vena praepylorica	 Branch from the anterior part of pylorus to the right gastric vein or portal vein.  //	FMA15404:Prepyloric vein
248.21a	Ileal branches	Venae ileales	  //	FMA70928:Set of ileal veins
248.22	Right gastro-omental (gastro-epiploic) vein	Vena gastro-omentalis (epiploica) dextra	 Companion vein of right gastro-omental artery.  //	FMA15397:Right gastroepiploic vein
296.2	DIENCEPHALON		 The part of the prosencephalon that extends from the anterior margin of the anterior colliculus to the interventricular foramen.//	FMA62001:Diencephalon
296.3	Epithalamus		 It consists mainly of the habenulae, their accessories and the epiphysis.//	FMA62009:Epithalamus
296.4	Habenula?		 Dorsal continuation of the stria medullaris of the thalamus. A B //	FMA62032:Habenula
296.5	Habenular sulcus	Sulcus habenuale (habenularis)	 Shallow furrow between the habenular trigone and the pulvinar. A //	FMA78466:Habenular sulcus
296.6	Trigone of habenula	Trigonum habenulae (t.habenulare)	 Triangular field between the stria medullaris of the thalamus and the habenula. The habenular nuclei lie beneath it. A //.	FMA74868:Habenular trigone
296.9	Pineal gland (body), epiphysis	Corpus pineale (glandula pinealis)	 Topographically speaking, it lies free on the quadrigeminal plate and is suspended from the habenula withouth a functional connection. A B C //	FMA62033:Pineal body
296.10	Sections of epithalamus	Sectiones epithalamici	//.	FMA62009:Epithalamus
296.12	Habenulointerpedunculartract	Tractus habenulointerpeduncularis	:Connection between habenulae and interpeduncular nucleus D //.	FMA72400:Habenulo-interpeduncular tract
296.15	Pretectal nuclei	Nuclei pretectales	 From their origin dorsolateral to the commissure of the epithalamus, they extend as far as the superior colliculus. They receive fibers from the occipital lobe and the area in front of it, as well as the optic tract and send fibers to the accessory nucleus of the oculomotor nerve for the sphincter pupillae muscle. //.	FMA72402:Principal pretectal nucleus
296.17	Pineal gland (body)	Corpus pineale (glandula pinealis)	 See p. 9 A B C //	FMA62033:Pineal body
296.25	Pulvinar	Posterior part of thalamus projecting freely	 A //.	FMA62178:Pulvinar
296.26	Metathalamus	Appendage of thalamus below the pulvinar	 A C //.	FMA62023:Metathalamus
296.30	Hypothalamus	Basal part of the diencephalon	 B //.	FMA62008:Hypothalamus
296.34	Lateral root	Radix lateralis	 Fibers of optic tract which end in the lateral geniculate body or superior colliculus. C //	FMA84574:Lateral root of optic tract
296.35	Medial root	Radix medialis	 C //.	FMA84575:Medial root of optic tract
296.37	Tuber cinereum		 Gray matter in the posterior wall of the infundibulum. B //	FMA62327:Tuber cinereum
296.38	Infundibulum		 Funnel-shaped passage to the posterior lobe of the hypophysis. B //	FMA74635:Infundibulum of neurohypophysis
296.39	Neurohypophysis		 Posterior lobe of hypophysis suspended by the infundibulum. B //	FMA74628:Neurohypophysis
298.8	Tela choroidea		 Forms the thin, narrow roof of third ventricle and its choroid plexus. B C //	FMA242849:Tela choroidea
298.13	Anterior nuclei of thalamus	Nuclei anteriores [thalami]	 Cell group in the apex of the thalamus. They receive fibers from the mamillothalamic tract and have projections to the cingulate gyrus. //.	FMA62019:Anterior nuclear group of thalamus
298.16	Anteromedial nucleus	Nucleus anteromedialis	 Degenerating nuclear remains situated medial and inferior to the anteroventral nucleus. B //	FMA62142:Anteromedial nucleus
298.17	Median nuclei of thalamus	Nuclei mediani [thalami]	 Collective term for the nuclei located medial and for the most part directly inferior to the ependyma.//	FMA62020:Midline nuclear group of thalamus
298.20	Nucleus reuniens		 Nucleus extending from the anterior end of the anterior tubercle to the middle of the interthalamic adhesion. It may be concerned with the formation of the latter when present. It is absent in 28% of males and 14% of females. D //	FMA62153:Reuniens nucleus
298.20a	Paratenial nucleus of thalamus	Nucleus parataenialis [thalami]	 Located between the stria medullaris, tenia, anterodorsal and paraventricular nuclei of the thalamus; it is probably involved in the processing of olfactory stimuli.//	FMA62151:Paratenial nucleus
298.21	Medial nuclei of thalamus	Nuclei mediales [thalami]	 Mass of nuclei medial to the internal medullary lamina with projections to other thalamic nuclei and to the frontal lobe.//	FMA62156:Medial nuclear group of thalamus
298.24	Reticular (intralaminar) nuclei of thalamus	Nuclei reticulares (intralaminares thalami)	 Nuclei located in the medullary lamina. They correspond functionally to the reticular formation and thus are integrating nuclei.//.	FMA62021:Intralaminar nuclear group of thalamus
298.28	Lateral central nucleus	Nucleus centralis lateralis	 It lies dorsolateral and medial to the centromedian nucleus. E //	FMA62170:Central lateral nucleus
298.29	Medial central nucleus	Nucleus centralis medialis	 It lies at the lower medial end of the internal medullary lamina. //	FMA62171:Central medial nucleus
300.1	Nuclei ventrolaterales [thalami]		 Ventrolateral nuclei, the group of nuclei lateral to the internal medullary lamina. B //	FMA62174:Lateral nuclear group of thalamus
300.2	Posterior lateral nucleus	Nucleus lateralis posterior	 Portion of the lateral nucleus situated between the pulvinar and dorsal lateral nucleus with connections to the parietal lobe. A //	FMA62177:Lateral posterior nucleus
300.3	Dorsal lateral nucleus	Nucleus lateralis dorsalis	 Anterosuperior portion of the lateral nucleus with projections to the region of the posterior cingulum segment and the lower part of the parietal lobe. A //	FMA62176:Lateral dorsal nucleus
300.4	Anterior ventral nucleus	Nucleus ventralis anterior	 Anterior portion of the ventral nucleus with projections to the interlaminar nuclei, globus pallidus and dentate nucleus and reciprocal connections to the precentral gyrus and the area anterior to it. It plays a role in Parkinson’s disease. A //.	FMA62184:Ventral anterior nucleus
300.5	Intermediate ventral nucleus	Nucleus ventralis intermedius	 Portion of the ventral nucleus situated behind the anterior ventral nucleus; it is a synaptic station connecting the .cerebellum, red nucleus and motor cortex. A //.	FMA62186:Ventral lateral nucleus
300.6	Medial ventral nucleus	Nucleus ventralis medialis	 Poorly demarcated nuclear region situated anterior to the posterior ventral nuclei; its function is unclear. A //	FMA62195:Medial part of ventral lateral nucleus
300.7	Posterior ventral nuclei	Nuclei ventrales posteriores	 Collective term for the following two nuclei. //	FMA62187:Ventral posterior nucleus
300.8	Posterolateral ventral nucleus	Nucleus ventralis posterolateralis	 The lateral part of the posterior ventral nucleus that receives the medial lemniscus and spinothalamic tract and relays their impulses to the postcentral gyrus via the thalamocortical tract. A //	FMA62200:Ventral posterolateral nucleus
300.9	Posteromedial ventral nucleus	Nucleus ventralis posteromedialis	 Part located between the centromedian and posterolateral nuclei. It receives the trigeminal lemniscus. A //.	FMA62202:Ventral posteromedial nucleus
300.10	Posterior nuclei of thalamus	Nuclei posteriores [thalami]	 Collective term for the following three parts of the thalamus. //	FMA62221:Posterior nucleus of thalamus
300.11	Pulvinar nuclei	Nuclei pulvinares	 Nuclei that occupy the posterior portion of the thalamus; they begin at the habenulae, receive tributaries from the auditory and visual pathways as well as from other thalamic nuclei and are connected with the visual cortex, optic and acoustic control centers, and other structures. A //	FMA62178:Pulvinar
300.12	Lateral geniculate nucleus [dorsal part]	Nucleus [corporis geniculati] lateralis [pars dorsalis]	 Part of the visual pathway. A //	FMA62209:Lateral geniculate body
300.13	Medial geniculate nucleus [dorsal part]	Nucleus [corporis geniculati] medialis [pars dorsalis]	 Part of medial geniculate body containing small cells. A //	FMA62211:Medial geniculate body
300.14	Sections of ventral thalamus	Sectiones thalami ventralis	 //.	FMA62010:Subthalamus
300.15	Lateral geniculate nucleus [ventral part]	Nucleus corporis geniculati lateralis[pars ventralis]	 Small group of cells with fibers from the retina: part of a light reflex tract. C //	FMA62209:Lateral geniculate body
300.16	Medial geniculate nucleus [ventral part]	Nucleus corporis geniculati medialis[pars ventralis]	 Possibly the true acoustic part of the geniculate nucleus. C //	FMA62211:Medial geniculate body
300.19	Zona incerta		 Basal continuation of the reticular nucleus of the thalamus and other structures. It lies in the path of the globus pallidus to the tegmentum of the diencephalon. B //.	FMA62038:Zona incerta
302.16	Anterior (ventral) region of hypothalamus	Regio hypothalamica anterior	 //.	FMA62027:Anterior hypothalamic region
302.23	Tuberal nuclei	Nuclei tuberales	 Groups of nuclei in the posterior wall of the infundibulum. They function similar to the arcuate nucleus. D //.	FMA62336:Lateral tuberal nucleus
302.24	Lateral hypothalamic region	Regio hypothalamica lateralis	 Area separated from the medial hypothalamus by the fornix, mamillothalamic fasciculus and medial telencephalic fasciculus. It is occupied by the lateral preoptic nucleus and the supraoptic nucleus including its lateral portion. D //.	FMA62030:Lateral hypothalamic region
304.3	Dorsal hypothalamic nucleus	Nucleus hypothalamicus dorsalis	 Group of cells located below the dorsal hypothalamic area (see p.302.14). A //	FMA77685:Dorsal nucleus of hypothalamus
304.6	Posterior hypothalamic area	Regio hypothalamica posterior	 It contains the lateral and medial nuclei of the mamillary body and other structures. //	FMA62029  Posterior hypothalamic region
304.9	Neurohypophysis		 In contrast to the two other posterior lobes of the hypophysis, it is of neurogenic origin; so is the continuation of the infundibulum. B //	FMA74628:Neurohypophysis
304.10	Hypothalamic tract and fasciculi	Tractus et fasciculi hypothalamici	 Tracts and fiber bundles of the hypothalamus. //	none
304.14	Posterior (dorsal) longitudinal fasciculus	Fasciculus longitudinalis dorsalis Sch?tz	 Cranial continuation of a large portion of the ventricular fibers. In the midbrain they lie close .to the cerebral aqueduct and connect the hy.pothalamus with the rest of the brainstem. B //.	FMA62063:Dorsal longitudinal fasciculus of hypothalamus
304.15	Mamillotegmental fasciculus	Fasciculus mamillotegmentalis	 Dissectible fiber bundle between the mamillary body and the tegmental nuclei of the midbrain. It arises as a common trunk together with the mamillothalamic fasciculus and branches off into the mesencephalic tegmentum. B //.	FMA62058:Mammillotegmental fasciculus
304.16	Mamillothalamic fasciculus	Fasciculus mamillothalamicus	 It arises together with the mamillotegmental fasciculus and passes to the anterior thalamic nuclei. B //	FMA62059:Mammillothalamic tract of hypothalamus
304.17	Fornix		 It conveys fibers from the hippocampal formation to the medial thalamic nuclei and hypothalamus, and projects fibers to the lateral nuclei of the mamillary body. B //	FMA61965:Fornix of forebrain
304.19	Medial prosencephalic fasciculus	Fasciculus prosencephalicus medialis	 Fibers lying between the medial and lateral hypothalamus. They connect individual hypothalamic nuclei .with one another and continue toward the oc.ciput in the posterior longitudinal fasciculus. B //.	FMA62064:Medial forebrain bundle
304.21	Supraoptic fibers	Fibrae supraopticae	 Fibers that arise in the supraoptic nucleus. B //	none
304.22	Paraventricular fibers	Fibrae paraventriculares	 Fibers that arise in the paraventricular nucleus. B //	FMA75232:Set of paraventricular fibers
306.2	CEREBRUM		 In the present context, it comprises the two cerebral hemispheres and their contents. //	FMA62000:Telencephalon
306.4	Cerebral gyri	Gyri cerebrales	 Convolutions of the cerebral hemispheres, about 1 cm wide. //	FMA72015:Set of cerebral gyri
306.6	Cerebral lobes	Lobi cerebrales	 The four lobes of the cerebrum: frontal, parietal, temporal and occipital. //	FMA77800:Set of cerebral lobes
306.8	Transverse fissure of cerebrum	Fissura transversa cerebralis fissura telodiencephalica	 Fissure beneath the corpus callosum and fornix as well as above the thalamus and roof of the 3rd ventricle. B //	none
306.9	Lateral fossa of cerebrum	Fossa lateralis cerebralis	 Space deep within the lateral sulcus. B //	FMA77801:Lateral sulcus
306.13	Fissura limitans	Fissure between the insula and opercula	 The floor of this cleft, the sulcus limitans, receives the insula. //	none
306.14	Cerebral hemisphere	Hemispharium (cerebralis)	 Half of the telencephalon. B //	FMA61817:Cerebral hemisphere
306.18	Anterior ramus	Ramus anterior	 Short anteriorly directed branch of the lateral sulcus. //	FMA83760:Anterior horizontal limb of lateral sulcus
306.19	Ascending ramus	Ramus ascendens	 Short branch of the lateral sulcus ascending into the frontal lobe. A //	FMA83759:Anterior ascending limb of lateral sulcus
306.20	Posterior ramus	Ramus posterior	 Long posterior branch of the lateral sulcus terminating near the supramarginal gyrus. A //	FMA83761:Posterior ascending limb of lateral sulcus
306.23	Frontal pole	Polus frontalis	 Anterior end of the frontal lobe. A //	FMA74885:Frontal pole
306.30	Inferior frontal gyrus	Gyrus frontalis inferior	 //.	FMA61860:Inferior frontal gyrus
306.31	Opercular part (frontal operculum)	Pars opercularis [operculum frontale]	 Part of inferior frontal gyrus lying behind the ascending ramus and covering the insula. A //	FMA61981:Opercular part of inferior frontal gyrus
306.33	Triangular part	Pars triangularis	 Portion of the inferior frontal gyrus located between the anterior and descending rami of the lateral sulcus. Region of the motor speech center of Broca. A //.	FMA61980:Triangular part of inferior frontal gyrus
308.6	Inferior parietal lobue	Lobulus parietalis inferior	 Lower half of parietal lobe situated behind the postcentral gyrus and below the intraparietal sulcus. A //	FMA77536:Inferior parietal lobule
308.11	Occipital pole	Polus occipitalis	 Posterior end of occipital lobe. A //	FMA74892:Occipital pole
308.27	Short gyri of insula Gyri breves insulae	Short gyri located in the upper portion of the insula	 B //.	FMA61913:Short insular gyrus
308.29	Limen insulae		 Terminal portion of the insular directed anteroinferiorly toward the anterior perforated substance. It is covered by the middle cerebral artery. B //.	FMA75266:Limen of insula
310.11	Cuneus		 Portion of the brain located between the calcarine and parieto-occipital sulci. A //	FMA61903:Cuneus
310.16	Uncus		 Hooklike structure on the anterior end of the parahippocampal gyrus. A B //	FMA74884:Uncus
310.22	Lateral occipitotemporal gyrus	Gyrus occipitotemporalis lateralis	 Convolution adjoining the occipitotemporal sulcus laterally. At the inferior margin of the temporal lobe it becomes continuous with the inferior temporal gyrus without interruption. A B //.	FMA61908:Fusiform gyrus
310.23	Gyrus rectus		 Elongated convolution located above the orbit at its medial margin. B //	FMA61893:Straight gyrus
310.26a	Olfactorybrain		 Rhinencephalon; //	none
310.31	Medial and lateral olfactory gyri	Gyri olfactorii medialis et lateralis	 Cellular continuations of the corresponding olfactory striae.	FMA74509:Medial olfactory gyrus
312.1	Olfactory brain		 Its comprised of the substantia perforata anterior, stria diagonalis, area subcallosa and gyrus paraterminalis. //	none
312.3	Diagonal stria (band) of Broca	Stria diagonalis [Broca]	 Bundle of myelinated fibers often coursing obliquely over the anterior perforated substance. It connects the precommissural septum with the uncus. A //.	FMA61973:Diagonal band
312.6	Corpus callosum		 Massive transverse fibers connecting the right and left hemispheres at the base of the longitudinal fissure of the cerebrum. ABC //	FMA86464:Corpus callosum
312.7	Splenium		 Thick, free posterior end of the corpus callosum. B //	FMA61948:Splenium of corpus callosum
312.8	Trunk	Truncus	 Portion of corpus callosum between the splenium and genu. B //	FMA61947:Body of corpus callosum
312.9	Genu		 Bend in the corpus callosum located anteriorly above the rostrum. B //	FMA61946:Genu of corpus callosum
312.10	Rostrum		 Anterior end of corpus callosum that tapers inferiorly to a point where it joins the lamina terminalis. B //	FMA61945:Rostrum of corpus callosum
312.14	Tapetum		 Continuous layer of fibers arching laterally and inferiorly from the corpus callosum and forming the lateral wall of the inferior and posterior horns of the lateral ventricle as well as the roof of the posterior horn. C //	FMA77208:Tapetum
312.15	Indusium griseum		 Thin layer of gray matter on the superior surface of the corpus callosum. B C//	FMA62488:Induseum griseum
312.18	Gyrus fasciolaris		 Convolution that passes around the splenium of the corpus callosum and forms a connection between the longitudinal striae, including the indusium griseum and dentate gyrus. B //	FMA61921:Fasciolar gyrus
312.19	Lamina terminalis		 Thin walled, anterior border of the 3rd ventricle. A B //	FMA61975:Lamina terminalis
312.21	Fornix		 Curved bundle of fibers that pass in both directions between the mamillary body and hippocampus. B //	FMA61965:Fornix of forebrain
312.22	Crus of fornix	Crus	 The posterior limb of the fornix that arises from the hippocampus as the hippocampal fimbria, circles around the pulvinar and unites with the contralateral limb to form the body of the fornix. B //	FMA61969:Posterior column of fornix of forebrain
312.23	Body of fornix	Corpus	 Unparied middle part of fornix situated below the corpus callosum and formed by the union of both crura. B //	FMA61968:Body of fornix of forebrain
312.24	Tenia	Taenia	 Thin, lateral margin of the fornix that gives attachment to the choroid plexus of the lateral ventricle. B //	FMA78487:Tenia of fourth ventricle
312.25	Column	Columna	 Anterior part of the fornix located partly in the lateral wall of the 3rd ventricle. It extends as far as the mamillary body. B//.	FMA61966:Anterior column of fornix
312.26	Commissure	Commissura	 Triangular connecting plate situated between the crura of the fornix below the posterior part of the corpus callosum. It contains fibers crossing from the hippocampal fimbriae of both sides. B //.	FMA61970:Commissure of fornix of forebrain
312.27	Septum pellucidum (lucidum)		 Bilayered, thin plate extending between the corpus callosum and fornix. It separates the anterior horns of the lateral ventricles from one another. B //.	FMA61844:Septum pellucidum
312.30	Precommissural septum	Septum precommissurale	 Area on the free medial surface of the frontal lobe in front of the lamina terminalis. //	FMA61842:Septum of telencephalon
314.1	Lateral ventricle	Ventriculus lateralis	 Paired ventricle which communicates with the third ventricle via the interventricular foramen. It consists of the pars centralis and three horns (anterior, posterior, inferior). A //.	FMA78448:Lateral ventricle
314.2	Central part	Pars centralis	 Middle portion of lateral ventricle located above the thalamus and below the corpus callosum. It contains a part of the choroid plexus. A //.	FMA83703:Body of lateral ventricle
314.4	Anterior horn	Cornu frontale (anterius)	 Part of the lateral ventricle that extends forward from the interventricular foramen. It is bounded medially by the septum pellucidum, laterally by the head of the caudate nucleus, superiorly by the trunk of the corpus callosum, anteriorly and inferiorly by the genu and rostrum of the corpus callosum. A //.	FMA74520:Frontal horn of lateral ventricle
