#Model:BodyParts3D
#Version:4.0
#Tree:is_a
#FJID	BPID	FMA_ID	FMA_Name
FJ2599	BP8823	FMA11338	Ileocecal junction
FJ2600	BP8147	FMA14964	Proximal part of ileum
FJ2601	BP8147	FMA14964	Proximal part of ileum
FJ2602	BP8147	FMA14964	Proximal part of ileum
FJ2603	BP8147	FMA14964	Proximal part of ileum
FJ2604	BP8147	FMA14964	Proximal part of ileum
FJ2605	BP8147	FMA14964	Proximal part of ileum
FJ2606	BP8075	FMA16981	Proximal part of jejunum
FJ2607	BP7928	FMA16982	Middle part of jejunum
FJ2608	BP7928	FMA16982	Middle part of jejunum
FJ2609	BP7928	FMA16982	Middle part of jejunum
FJ2610	BP7928	FMA16982	Middle part of jejunum
FJ2611	BP8240	FMA16983	Distal part of jejunum
FJ2612	BP8240	FMA16983	Distal part of jejunum
FJ2613	BP8240	FMA16983	Distal part of jejunum
FJ2614	BP8240	FMA16983	Distal part of jejunum
FJ2615	BP8240	FMA16983	Distal part of jejunum
FJ2616	BP8240	FMA16983	Distal part of jejunum
FJ2617	BP8075	FMA16981	Proximal part of jejunum
FJ2618	BP8240	FMA16983	Distal part of jejunum
FJ2619	BP8240	FMA16983	Distal part of jejunum
FJ2620	BP8240	FMA16983	Distal part of jejunum
FJ2621	BP8240	FMA16983	Distal part of jejunum
FJ2622	BP8075	FMA16981	Proximal part of jejunum
FJ2623	BP8075	FMA16981	Proximal part of jejunum
FJ2624	BP8075	FMA16981	Proximal part of jejunum
FJ2625	BP8075	FMA16981	Proximal part of jejunum
FJ2626	BP8075	FMA16981	Proximal part of jejunum
FJ2627	BP8075	FMA16981	Proximal part of jejunum
FJ2628	BP7928	FMA16982	Middle part of jejunum
FJ2629	BP9199	FMA63120	Parenchyma of pancreas
FJ2630	BP8172	FMA63103	Pancreatic duct tree
FJ1846	BP6406	FMA50737	Celiac artery
FJ1853	BP5789	FMA50735	Hepatic portal vein
FJ1858	BP6452	FMA15747	Hepatovenous segment IX
FJ1867	BP8276	FMA15793	Tributary of middle hepatic vein
FJ1874	BP6179	FMA71710	Left lobe branch of left hepatic artery
FJ1883	BP5653	FMA71889	Caudate lobe tributary of left hepatic biliary tree
FJ1893	BP5788	FMA15415	Left portal vein
FJ1895	BP4631	FMA7198	Pancreas
FJ1896	BP5645	FMA10419	Pancreatic duct
FJ1913	BP5787	FMA15414	Right portal vein
FJ1914	BP5784	FMA82706	Caudate lobe branch of right portal vein
FJ1916	BP6172	FMA70447	Caudate lobe branch of right hepatic artery
FJ1924	BP6171	FMA71708	Right lobe branch of right hepatic artery
FJ1928	BP6193	FMA14749	Superior mesenteric artery
FJ1931	BP6004	FMA87217	Descending thoracic aorta
FJ1932	BP6008	FMA3789	Abdominal aorta
FJ1933	BP6095	FMA68109	Bronchial artery
FJ1934	BP6399	FMA4149	Esophageal artery
FJ1935	BP6329	FMA5042	Right superior intercostal artery
FJ1936	BP6218	FMA3988	Right superior epigastric artery
FJ1937	BP6338	FMA3969	Right internal thoracic artery
FJ1938	BP6288	FMA22675	Right lateral thoracic artery
FJ1939	BP6139	FMA66242	Right first posterior intercostal artery
FJ1950	BP6135	FMA5041	Right second posterior intercostal artery
FJ1961	BP6654	FMA63822	Posterior intercostal arteries
FJ1967	BP6087	FMA4634	Right subcostal artery
FJ1969	BP6221	FMA10692	Right musculophrenic artery
FJ1970	BP6330	FMA4088	Left superior intercostal artery
FJ1971	BP6219	FMA4083	Left superior epigastric artery
FJ1972	BP6339	FMA4068	Left internal thoracic artery
FJ1973	BP6138	FMA66243	Left first posterior intercostal artery
FJ1974	BP6136	FMA4112	Left second posterior intercostal artery
FJ1975	BP6654	FMA63822	Posterior intercostal arteries
FJ1976	BP6287	FMA22676	Left lateral thoracic artery
FJ1977	BP6088	FMA4654	Left subcostal artery
FJ1979	BP6222	FMA4077	Left musculophrenic artery
FJ1981	BP5903	FMA5011	Accessory hemiazygos vein
FJ1985	BP6659	FMA70839	Set of anterior intercostal veins
FJ1986	BP5965	FMA4797	Left superior intercostal vein
FJ1987	BP5977	FMA4951	Left subcostal vein
FJ1988	BP5964	FMA4786	Left musculophrenic vein
FJ1991	BP5901	FMA4877	Right superior intercostal vein
FJ1993	BP5970	FMA4758	Right internal thoracic vein
FJ1994	BP6659	FMA70839	Set of anterior intercostal veins
FJ1995	BP5976	FMA4844	Right subcostal vein
FJ1996	BP5963	FMA4772	Right musculophrenic vein
FJ2011	BP6193	FMA14749	Superior mesenteric artery
FJ2013	BP6406	FMA50737	Celiac artery
FJ2025	BP6191	FMA14824	Marginal colic artery
FJ2034	BP7651	FMA14819	Ileal branch of inferior branch of ileocolic artery
FJ2038	BP7655	FMA14752	Right renal artery
FJ2041	BP7661	FMA8620	Right anterior segmental artery
FJ2042	BP7665	FMA86340	Superior segmental branch of right renal artery
FJ2043	BP7668	FMA86346	Inferior segmental branch of right renal artery
FJ2044	BP7661	FMA8620	Right anterior segmental artery
FJ2045	BP7670	FMA86348	Posterior segmental branch of right renal artery
FJ2046	BP7672	FMA14753	Left renal artery
FJ2049	BP7675	FMA86347	Inferior segmental branch of left renal artery
FJ2052	BP7677	FMA86341	Superior segmental branch of left renal artery
FJ2053	BP7678	FMA86349	Posterior segmental branch of left renal artery
FJ2054	BP7678	FMA86349	Posterior segmental branch of left renal artery
FJ2055	BP6027	FMA43916	Right dorsalis pedis artery
FJ2056	BP5794	FMA21354	Deep dorsal vein of penis
FJ2057	BP6042	FMA21422	Descending branch of right lateral circumflex femoral artery
FJ2058	BP6439	FMA69517	Distal perforating artery
FJ2059	BP5892	FMA44882	Dorsal venous arch of left foot
FJ2060	BP5892	FMA44882	Dorsal venous arch of left foot
FJ2061	BP5891	FMA44881	Dorsal venous arch of right foot
FJ2062	BP5891	FMA44881	Dorsal venous arch of right foot
FJ2063	BP6043	FMA21423	Descending branch of left lateral circumflex femoral artery
FJ2064	BP6439	FMA69517	Distal perforating artery
FJ2065	BP6073	FMA43897	Left anterior tibial artery
FJ2066	BP6058	FMA43908	Left anterior tibial recurrent artery
FJ2067	BP6055	FMA69495	Left arcuate artery
FJ2068	BP6013	FMA69515	Left deep plantar artery
FJ2069	BP6039	FMA22508	Left descending genicular artery
FJ2072	BP6049	FMA44660	Dorsal digital artery of foot
FJ2073	BP6028	FMA43917	Left dorsalis pedis artery
FJ2074	BP6082	FMA70250	Left femoral artery
FJ2076	BP6149	FMA43893	Left inferior lateral genicular artery
FJ2077	BP6146	FMA43891	Left inferior medial genicular artery
FJ2078	BP6036	FMA20802	Left lateral circumflex femoral artery
FJ2079	BP6066	FMA43932	Left lateral plantar artery
FJ2080	BP6156	FMA22589	Left lateral superior genicular artery
FJ2081	BP6052	FMA69491	Left lateral tarsal artery
FJ2082	BP6063	FMA43930	Left medial plantar artery
FJ2083	BP6153	FMA22587	Left medial superior genicular artery
FJ2084	BP6085	FMA22563	Left middle genicular artery
FJ2085	BP6015	FMA43944	Left plantar arch
FJ2086	BP6079	FMA77381	Left popliteal artery
FJ2087	BP6076	FMA43899	Left posterior tibial artery
FJ2089	BP6437	FMA43938	Left superficial medial plantar artery
FJ2090	BP6650	FMA70815	Set of perforating arteries
FJ2091	BP6653	FMA71562	Set of calcaneal branches of posterior tibial artery
FJ2092	BP6652	FMA70821	Set of common plantar digital arteries
FJ2093	BP6647	FMA70801	Set of dorsal digital arteries
FJ2094	BP6650	FMA70815	Set of perforating arteries
FJ2095	BP6649	FMA71564	Set of plantar digital arteries proper
FJ2096	BP6060	FMA43956	Plantar metatarsal artery
FJ2097	BP5850	FMA44337	Left anterior tibial vein
FJ2099	BP5874	FMA51043	Left deep femoral vein
FJ2100	BP6658	FMA70922	Set of perforating veins
FJ2102	BP5880	FMA21189	Left femoral vein
FJ2103	BP5871	FMA21380	Left great saphenous vein
FJ2107	BP5856	FMA44888	Left genicular vein
FJ2108	BP5856	FMA44888	Left genicular vein
FJ2113	BP5821	FMA44499	Tributary of plantar venous arch
FJ2115	BP5821	FMA44499	Tributary of plantar venous arch
FJ2117	BP5862	FMA44329	Left popliteal vein
FJ2118	BP5847	FMA44339	Left posterior tibial vein
FJ2119	BP6658	FMA70922	Set of perforating veins
FJ2120	BP6657	FMA70919	Set of plantar digital veins
FJ2121	BP5853	FMA44335	Left small saphenous vein
FJ2122	BP5842	FMA44341	Left superficial epigastric vein
FJ2124	BP5856	FMA44888	Left genicular vein
FJ2125	BP5856	FMA44888	Left genicular vein
FJ2127	BP6650	FMA70815	Set of perforating arteries
FJ2128	BP5886	FMA44884	Plantar venous arch of left foot
FJ2129	BP5885	FMA44883	Plantar venous arch of right foot
FJ2130	BP6072	FMA43896	Right anterior tibial artery
FJ2131	BP6057	FMA43907	Right anterior tibial recurrent artery
FJ2132	BP5849	FMA44336	Right anterior tibial vein
FJ2133	BP6054	FMA69494	Right arcuate artery
FJ2135	BP5873	FMA51042	Right deep femoral vein
FJ2136	BP6012	FMA69514	Right deep plantar artery
FJ2137	BP6038	FMA22507	Right descending genicular artery
FJ2138	BP6658	FMA70922	Set of perforating veins
FJ2141	BP6049	FMA44660	Dorsal digital artery of foot
FJ2143	BP6081	FMA70249	Right femoral artery
FJ2144	BP5879	FMA21188	Right femoral vein
FJ2145	BP5870	FMA21379	Right great saphenous vein
FJ2150	BP6148	FMA43892	Right inferior lateral genicular artery
FJ2151	BP5855	FMA44887	Right genicular vein
FJ2152	BP6145	FMA43890	Right inferior medial genicular artery
FJ2153	BP5855	FMA44887	Right genicular vein
FJ2158	BP6035	FMA20801	Right lateral circumflex femoral artery
FJ2159	BP6065	FMA43931	Right lateral plantar artery
FJ2160	BP5821	FMA44499	Tributary of plantar venous arch
FJ2162	BP6155	FMA22588	Right lateral superior genicular artery
FJ2163	BP6051	FMA69490	Right lateral tarsal artery
FJ2164	BP6062	FMA43929	Right medial plantar artery
FJ2165	BP5821	FMA44499	Tributary of plantar venous arch
FJ2166	BP6152	FMA22586	Right medial superior genicular artery
FJ2167	BP6084	FMA22562	Right middle genicular artery
FJ2169	BP6014	FMA43943	Right plantar arch
FJ2170	BP6078	FMA77380	Right popliteal artery
FJ2171	BP5861	FMA44328	Right popliteal vein
FJ2172	BP6075	FMA43898	Right posterior tibial artery
FJ2173	BP5846	FMA44338	Right posterior tibial vein
FJ2174	BP6658	FMA70922	Set of perforating veins
FJ2175	BP6657	FMA70919	Set of plantar digital veins
FJ2176	BP5852	FMA44334	Right small saphenous vein
FJ2178	BP5841	FMA44340	Right superficial epigastric vein
FJ2179	BP6436	FMA43937	Right superficial medial plantar artery
FJ2181	BP5855	FMA44887	Right genicular vein
FJ2182	BP5855	FMA44887	Right genicular vein
FJ2183	BP5850	FMA44337	Left anterior tibial vein
FJ2184	BP5859	FMA44886	Left fibular vein
FJ2185	BP6656	FMA70917	Set of dorsal digital veins
FJ2186	BP5981	FMA22954	Dorsal metacarpal vein
FJ2187	BP5859	FMA44886	Left fibular vein
FJ2188	BP5868	FMA44922	Left lateral circumflex femoral vein
FJ2189	BP5865	FMA44919	Left medial circumflex femoral vein
FJ2190	BP5858	FMA44885	Right fibular vein
FJ2191	BP5822	FMA44504	Plantar metatarsal vein
FJ2192	BP6658	FMA70922	Set of perforating veins
FJ2193	BP5849	FMA44336	Right anterior tibial vein
FJ2194	BP5858	FMA44885	Right fibular vein
FJ2195	BP6653	FMA71562	Set of calcaneal branches of posterior tibial artery
FJ2196	BP6652	FMA70821	Set of common plantar digital arteries
FJ2197	BP6647	FMA70801	Set of dorsal digital arteries
FJ2198	BP6656	FMA70917	Set of dorsal digital veins
FJ2199	BP5981	FMA22954	Dorsal metacarpal vein
FJ2200	BP5858	FMA44885	Right fibular vein
FJ2201	BP5867	FMA44920	Right lateral circumflex femoral vein
FJ2202	BP5864	FMA44918	Right medial circumflex femoral vein
FJ2203	BP6650	FMA70815	Set of perforating arteries
FJ2204	BP6649	FMA71564	Set of plantar digital arteries proper
FJ2205	BP6649	FMA71564	Set of plantar digital arteries proper
FJ2206	BP6060	FMA43956	Plantar metatarsal artery
FJ2207	BP5822	FMA44504	Plantar metatarsal vein
FJ2208	BP10595	FMA21384	Superficial dorsal vein of penis
FJ2209	BP6214	FMA10697	Right inferior thyroid artery
FJ2210	BP6215	FMA10680	Left inferior thyroid artery
FJ2211	BP6326	FMA23069	Acromial branch of left thoraco-acromial artery
FJ2212	BP6343	FMA22683	Left anterior circumflex humeral artery
FJ2213	BP5954	FMA77955	Left anterior circumflex humeral vein
FJ2214	BP6299	FMA22813	Left anterior interosseous artery
FJ2215	BP6281	FMA22713	Left inferior ulnar collateral artery
FJ2216	BP6024	FMA22656	Left axillary artery
FJ2217	BP5957	FMA13331	Left axillary vein
FJ2218	BP5951	FMA22910	Left basilic vein
FJ2219	BP6021	FMA22692	Left brachial artery
FJ2220	BP5944	FMA13326	Left cephalic vein
FJ2221	BP6245	FMA23181	Left circumflex scapular artery
FJ2222	BP5941	FMA77950	Left circumflex scapular vein
FJ2223	BP6312	FMA22808	Left common interosseous artery
FJ2224	BP6421	FMA4086	Left costocervical trunk
FJ2225	BP6285	FMA22697	Left deep brachial artery
FJ2226	BP6333	FMA4134	Left deep cervical artery
FJ2227	BP6604	FMA22840	Left deep palmar arch
FJ2228	BP6661	FMA62507	Dorsal venous network of left hand
FJ2229	BP6614	FMA22913	Left deep palmar venous arch
FJ2230	BP6322	FMA23073	Deltoid branch of left thoraco-acromial artery
FJ2231	BP6229	FMA22773	Dorsal carpal branch of left radial artery
FJ2232	BP6212	FMA10552	Left dorsal scapular artery
FJ2233	BP5917	FMA71212	Left lateral thoracic vein
FJ2234	BP5935	FMA22969	Left median antebrachial vein
FJ2235	BP5932	FMA22965	Left median cubital vein
FJ2236	BP6309	FMA22822	Left dorsal carpal branch of ulnar artery
FJ2237	BP6132	FMA22865	Left palmar metacarpal artery
FJ2238	BP5925	FMA22921	Left palmar metacarpal vein
FJ2239	BP6238	FMA22687	Left posterior circumflex humeral artery
FJ2240	BP6238	FMA22687	Left posterior circumflex humeral artery
FJ2241	BP6302	FMA22805	Left posterior ulnar recurrent artery
FJ2242	BP6336	FMA22734	Left radial artery
FJ2243	BP6226	FMA22766	Left radial recurrent artery
FJ2244	BP5928	FMA22949	Left radial vein
FJ2245	BP6295	FMA268669	Left recurrent interosseous artery
FJ2246	BP6291	FMA22679	Left subscapular artery
FJ2247	BP5914	FMA23115	Left subscapular vein
FJ2248	BP6607	FMA22837	Left superficial palmar arterial arch
FJ2249	BP6611	FMA22916	Left superficial palmar venous arch
FJ2250	BP5910	FMA50860	Left suprascapular vein
FJ2251	BP6202	FMA10681	Left suprascapular artery
FJ2252	BP6425	FMA66564	Trunk of left thoraco-acromial artery
FJ2253	BP6242	FMA66322	Left thoracodorsal artery
FJ2254	BP5938	FMA71215	Left thoracodorsal vein
FJ2255	BP6418	FMA4084	Left thyrocervical trunk
FJ2256	BP6209	FMA10683	Left superficial cervical artery
FJ2257	BP6205	FMA10682	Left transverse cervical artery
FJ2258	BP6316	FMA22798	Left ulnar artery
FJ2259	BP6306	FMA22802	Left anterior ulnar recurrent artery
FJ2260	BP5921	FMA22952	Left ulnar vein
FJ2261	BP6273	FMA23127	Radial collateral branch of left deep brachial artery
FJ2262	BP6272	FMA23126	Radial collateral branch of right deep brachial artery
FJ2263	BP6325	FMA23068	Acromial branch of right thoraco-acromial artery
FJ2264	BP6342	FMA22682	Right anterior circumflex humeral artery
FJ2265	BP5953	FMA77954	Right anterior circumflex humeral vein
FJ2266	BP6298	FMA22812	Right anterior interosseous artery
FJ2267	BP6282	FMA22712	Right inferior ulnar collateral artery
FJ2268	BP6023	FMA22655	Right axillary artery
FJ2269	BP5956	FMA13330	Right axillary vein
FJ2270	BP5950	FMA22909	Right basilic vein
FJ2271	BP6020	FMA22691	Right brachial artery
FJ2272	BP5943	FMA13325	Right cephalic vein
FJ2273	BP6244	FMA23180	Right circumflex scapular artery
FJ2274	BP5940	FMA77949	Right circumflex scapular vein
FJ2275	BP6311	FMA22807	Right common interosseous artery
FJ2276	BP6420	FMA5039	Right costocervical trunk
FJ2277	BP6284	FMA22696	Right deep brachial artery
FJ2278	BP6332	FMA10660	Right deep cervical artery
FJ2279	BP6603	FMA22839	Right deep palmar arch
FJ2280	BP6662	FMA62506	Dorsal venous network of right hand
FJ2281	BP6613	FMA22912	Right deep palmar venous arch
FJ2282	BP6323	FMA23072	Deltoid branch of right thoraco-acromial artery
FJ2283	BP6228	FMA22772	Dorsal carpal branch of right radial artery
FJ2284	BP6211	FMA4057	Right dorsal scapular artery
FJ2285	BP5916	FMA71211	Right lateral thoracic vein
FJ2286	BP5934	FMA22968	Right median antebrachial vein
FJ2287	BP5931	FMA22964	Right median cubital vein
FJ2288	BP6308	FMA22821	Right dorsal carpal branch of ulnar artery
FJ2289	BP6131	FMA22864	Right palmar metacarpal artery
FJ2290	BP5924	FMA22920	Right palmar metacarpal vein
FJ2291	BP6237	FMA22685	Right posterior circumflex humeral artery
FJ2292	BP6237	FMA22685	Right posterior circumflex humeral artery
FJ2293	BP6303	FMA22804	Right posterior ulnar recurrent artery
FJ2294	BP6335	FMA22733	Right radial artery
FJ2295	BP6225	FMA22764	Right radial recurrent artery
FJ2296	BP5927	FMA22948	Right radial vein
FJ2297	BP6296	FMA268667	Right recurrent interosseous artery
FJ2298	BP6290	FMA22678	Right subscapular artery
FJ2299	BP5913	FMA23114	Right subscapular vein
FJ2300	BP6606	FMA22835	Right superficial palmar arterial arch
FJ2301	BP6610	FMA22915	Right superficial palmar venous arch
FJ2302	BP5909	FMA50859	Right suprascapular vein
FJ2303	BP6201	FMA10698	Right suprascapular artery
FJ2304	BP6424	FMA66563	Trunk of right thoraco-acromial artery
FJ2305	BP6241	FMA66321	Right thoracodorsal artery
FJ2306	BP5937	FMA71214	Right thoracodorsal vein
FJ2307	BP6417	FMA3992	Right thyrocervical trunk
FJ2308	BP6208	FMA10700	Right superficial cervical artery
FJ2309	BP6204	FMA10699	Right transverse cervical artery
FJ2310	BP6315	FMA22797	Right ulnar artery
FJ2311	BP6305	FMA22801	Right anterior ulnar recurrent artery
FJ2312	BP5920	FMA22951	Right ulnar vein
FJ2313	BP5948	FMA22936	Left medial brachial vein
FJ2314	BP6232	FMA22778	Left arteria radialis indicis
FJ2315	BP6100	FMA85118	Left first common palmar digital artery
FJ2316	BP6110	FMA85120	Left second common palmar digital artery
FJ2317	BP6113	FMA85122	Left third common palmar digital artery
FJ2318	BP6647	FMA70801	Set of dorsal digital arteries
FJ2319	BP5992	FMA85103	Proper palmar digital vein of left little finger
FJ2320	BP5925	FMA22921	Left palmar metacarpal vein
FJ2321	BP5992	FMA85103	Proper palmar digital vein of left little finger
FJ2322	BP5996	FMA22923	Common palmar digital vein
FJ2323	BP5925	FMA22921	Left palmar metacarpal vein
FJ2324	BP5995	FMA85097	Proper palmar digital vein of left index finger
FJ2325	BP5995	FMA85097	Proper palmar digital vein of left index finger
FJ2326	BP5986	FMA85099	Proper palmar digital vein of left middle finger
FJ2327	BP5989	FMA85101	Proper palmar digital vein of left ring finger
FJ2328	BP5989	FMA85101	Proper palmar digital vein of left ring finger
FJ2329	BP5992	FMA85103	Proper palmar digital vein of left little finger
FJ2330	BP6320	FMA23064	Pectoral branch of left thoraco-acromial artery
FJ2331	BP6275	FMA23125	Middle collateral branch of left deep brachial artery
FJ2332	BP6232	FMA22778	Left arteria radialis indicis
FJ2333	BP6104	FMA23051	Medial proper palmar digital artery of left index finger
FJ2334	BP6107	FMA22860	Lateral proper palmar digital artery of left middle finger
FJ2335	BP6126	FMA85116	Lateral proper palmar digital artery of left ring finger
FJ2336	BP6122	FMA23055	Lateral proper palmar digital artery of left little finger
FJ2337	BP6116	FMA85124	Left fourth common palmar digital artery
FJ2338	BP6235	FMA22907	Left arteria princeps pollicis
FJ2339	BP6235	FMA22907	Left arteria princeps pollicis
FJ2340	BP5986	FMA85099	Proper palmar digital vein of left middle finger
FJ2341	BP5947	FMA22935	Right medial brachial vein
FJ2342	BP6231	FMA22777	Right arteria radialis indicis
FJ2343	BP6099	FMA22856	Right first common palmar digital artery
FJ2344	BP6109	FMA85119	Right second common palmar digital artery
FJ2345	BP6112	FMA85121	Right third common palmar digital artery
FJ2346	BP6647	FMA70801	Set of dorsal digital arteries
FJ2347	BP6651	FMA70800	Set of dorsal metacarpal arteries
FJ2348	BP6651	FMA70800	Set of dorsal metacarpal arteries
FJ2349	BP5991	FMA85102	Proper palmar digital vein of right little finger
FJ2350	BP5924	FMA22920	Right palmar metacarpal vein
FJ2351	BP5991	FMA85102	Proper palmar digital vein of right little finger
FJ2352	BP5996	FMA22923	Common palmar digital vein
FJ2353	BP5924	FMA22920	Right palmar metacarpal vein
FJ2354	BP5994	FMA85096	Proper palmar digital vein of right index finger
FJ2355	BP5994	FMA85096	Proper palmar digital vein of right index finger
FJ2356	BP5985	FMA85098	Proper palmar digital vein of right middle finger
FJ2357	BP5985	FMA85098	Proper palmar digital vein of right middle finger
FJ2358	BP5988	FMA85100	Proper palmar digital vein of right ring finger
FJ2359	BP5988	FMA85100	Proper palmar digital vein of right ring finger
FJ2360	BP5991	FMA85102	Proper palmar digital vein of right little finger
FJ2361	BP6319	FMA23063	Pectoral branch of right thoraco-acromial artery
FJ2362	BP6276	FMA23124	Middle collateral branch of right deep brachial artery
FJ2363	BP6231	FMA22777	Right arteria radialis indicis
FJ2364	BP6103	FMA23050	Medial proper palmar digital artery of right index finger
FJ2365	BP6106	FMA22858	Lateral proper palmar digital artery of right middle finger
FJ2366	BP6125	FMA85115	Lateral proper palmar digital artery of right ring finger
FJ2367	BP6128	FMA85112	Medial proper palmar digital artery of right middle finger
FJ2368	BP6121	FMA23054	Lateral proper palmar digital artery of right little finger
FJ2369	BP6119	FMA23052	Medial proper palmar digital artery of right ring finger
FJ2370	BP6115	FMA85123	Right fourth common palmar digital artery
FJ2371	BP6234	FMA22905	Right arteria princeps pollicis
FJ2372	BP6234	FMA22905	Right arteria princeps pollicis
FJ2373	BP6278	FMA22707	Right superior ulnar collateral artery
FJ2374	BP6279	FMA22708	Left superior ulnar collateral artery
FJ2738	BP8440	FMA46702	Left genioglossus
FJ2739	BP9231	FMA46704	Left hyoglossus
FJ2740	BP9205	FMA46636	Left inferior pharyngeal constrictor
FJ2741	BP8365	FMA46729	Left levator veli palatini
FJ2742	BP7915	FMA46633	Right middle pharyngeal constrictor
FJ2743	BP8733	FMA46672	Left palatopharyngeus
FJ2744	BP8235	FMA55620	Left pterygomandibular raphe
FJ2745	BP9270	FMA46670	Left salpingopharyngeus
FJ2746	BP9122	FMA46668	Left stylopharyngeus
FJ2747	BP8791	FMA46632	Left superior pharyngeal constrictor
FJ2748	BP9103	FMA46732	Left tensor veli palatini
FJ2749	BP8947	FMA55077	Pharyngeal raphe
FJ2750	BP8513	FMA46698	Right genioglossus
FJ2751	BP8076	FMA46703	Right hyoglossus
FJ2752	BP8063	FMA46635	Right inferior pharyngeal constrictor
FJ2753	BP9032	FMA46728	Right levator veli palatini
FJ2754	BP8725	FMA46634	Left middle pharyngeal constrictor
FJ2755	BP8607	FMA46671	Right palatopharyngeus
FJ2756	BP8688	FMA55619	Right pterygomandibular raphe
FJ2757	BP8983	FMA46669	Right salpingopharyngeus
FJ2758	BP9164	FMA46667	Right stylopharyngeus
FJ2759	BP8635	FMA46631	Right superior pharyngeal constrictor
FJ2760	BP8501	FMA46731	Right tensor veli palatini
FJ2761	BP9090	FMA54640	Tongue
FJ2762	BP9142	FMA46733	Uvular muscle
FJ2763	BP8289	FMA72311	Left stylohyoid ligament
FJ2764	BP8422	FMA72309	Right stylohyoid ligament
FJ2765	BP8714	FMA59805	Left sublingual gland
FJ2766	BP9232	FMA59803	Left submandibular gland
FJ2767	BP8380	FMA59804	Right sublingual gland
FJ2768	BP9147	FMA59802	Right submandibular gland
FJ2769	BP9117	FMA9615	Cricoid cartilage
FJ2770	BP9263	FMA55130	Epiglottis
FJ2771	BP9140	FMA55227	Hyo-epiglottic ligament
FJ2772	BP8836	FMA52749	Hyoid bone
FJ2773	BP8764	FMA55118	Left cuneiform cartilage
FJ2774	BP9219	FMA46605	Left aryepiglotticus
FJ2775	BP8314	FMA55114	Left arytenoid cartilage
FJ2776	BP8097	FMA55116	Left corniculate cartilage
FJ2777	BP8870	FMA55252	Left conus elasticus
FJ2778	BP8828	FMA46581	Left lateral crico-arytenoid
FJ2779	BP8424	FMA55141	Left lateral thyrohyoid ligament
FJ2780	BP8893	FMA46585	Left oblique arytenoid
FJ2781	BP8175	FMA46614	Oblique part of left cricothyroid
FJ2782	BP7822	FMA46578	Left posterior crico-arytenoid
FJ2783	BP8529	FMA46612	Straight part of left cricothyroid
FJ2784	BP7801	FMA46590	Left thyro-arytenoid
FJ2785	BP7801	FMA46590	Left thyro-arytenoid
FJ2786	BP8736	FMA55134	Left thyrohyoid membrane
FJ2787	BP8188	FMA55246	Left vocal ligament
FJ2788	BP9223	FMA46593	Left vocalis
FJ2789	BP8581	FMA55237	Median cricothyroid ligament
FJ2790	BP8311	FMA55138	Median thyrohyoid ligament
FJ2791	BP8570	FMA46604	Right aryepiglotticus
FJ2792	BP9249	FMA55113	Right arytenoid cartilage
FJ2793	BP8670	FMA55115	Right corniculate cartilage
FJ2794	BP8425	FMA55251	Right conus elasticus
FJ2795	BP9068	FMA55117	Right cuneiform cartilage
FJ2796	BP8618	FMA46580	Right lateral crico-arytenoid
FJ2797	BP8164	FMA55140	Right lateral thyrohyoid ligament
FJ2798	BP9152	FMA46584	Right oblique arytenoid
FJ2799	BP9077	FMA46613	Oblique part of right cricothyroid
FJ2800	BP8360	FMA46577	Right posterior crico-arytenoid
FJ2801	BP8055	FMA46611	Straight part of right cricothyroid
FJ2802	BP7867	FMA46589	Right thyro-arytenoid
FJ2803	BP7867	FMA46589	Right thyro-arytenoid
FJ2804	BP8304	FMA55133	Right thyrohyoid membrane
FJ2805	BP9026	FMA55245	Right vocal ligament
FJ2806	BP8173	FMA46592	Right vocalis
FJ2807	BP8292	FMA55230	Thyro-epiglottic ligament
FJ2808	BP7901	FMA55099	Thyroid cartilage
FJ2809	BP8905	FMA46582	Transverse arytenoid
FJ2810	BP9115	FMA7163	Skin
FJ2811	BP9255	FMA52781	External ear
FJ2812	BP8954	FMA54237	Eyebrow
FJ2813	BP8565	FMA54241	Hair of head
FJ2814	BP7963	FMA59816	Lip
FJ2815	BP8350	FMA54319	Pubic hair
FJ2816	BP8727	FMA13365	Caudate lobe of liver
FJ2817	BP9029	FMA7202	Gallbladder
FJ2818	BP8890	FMA15739	Hepatovenous segment II
FJ2819	BP8982	FMA15741	Hepatovenous segment III
FJ2820	BP8871	FMA15742	Hepatovenous segment IV
FJ2821	BP8976	FMA15743	Hepatovenous segment V
FJ2822	BP9210	FMA15744	Hepatovenous segment VI
FJ2823	BP8866	FMA15746	Hepatovenous segment VIII
FJ2824	BP8866	FMA15746	Hepatovenous segment VIII
FJ3071	BP8932	FMA71867	Anterior superior tributary of right hepatic biliary tree
FJ3072	BP9262	FMA71868	Anterior inferior tributary of right hepatic biliary tree
FJ3073	BP7908	FMA15420	Anterior superior segmental branch of right portal vein
FJ3074	BP8473	FMA15421	Anterior inferior segmental branch of right portal vein
FJ3075	BP8869	FMA70443	Anterior inferior segmental hepatic artery
FJ3076	BP9163	FMA70442	Anterior superior segmental hepatic artery
FJ3077	BP9178	FMA70455	Caudate lobe branch of left hepatic artery
FJ3078	BP8522	FMA14771	Common hepatic artery
FJ3079	BP9079	FMA14668	Common hepatic duct
FJ3080	BP9078	FMA14539	Cystic duct
FJ3081	BP8485	FMA14772	Hepatic artery proper
FJ3082	BP8801	FMA71904	Pre-hepatic portal vein
